locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
437222,Natan's Catering,Truck,188101,03RD ST: 18TH ST to 19TH ST (2101 - 2199) -- EAST --,2101 03RD ST,4045004,4045,4,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Mo-Su:9AM-10AM,,04/12/2013 02:43:48 PM,2013-04-12,1,2014-03-15,
437223,Natan's Catering,Truck,7164000,,Assessors Block 8722/Lot001,8722001,8722,1,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Sa/Sa/Sa/Sa/Sa:12AM-1AM;Mo/Mo/Mo/Mo/Mo:6AM-7AM/8AM-9AM;Su/Su/Su/Su/Su:9AM-10AM;Mo/Mo/Mo/Mo/Mo:9AM-1,,04/12/2013 02:43:48 PM,2013-04-12,1,2014-03-15,"37.767995559478, -122.387549426537"
437224,Natan's Catering,Truck,4345000,CONNECTICUT ST: 17TH ST to MARIPOSA ST (100 - 199),146 CONNECTICUT ST,3983037,3983,37,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Mo-Su:9AM-10AM/1PM-2PM,,04/12/2013 02:43:48 PM,2013-04-12,1,2014-03-15,"37.7644473093577, -122.397987371498"
437225,Natan's Catering,Truck,15019101,MISSION BAY BLVD SOUTH: 03RD ST \ MISSION BAY BLVD to 04TH ST \ MISSION BAY BLVD (501 - 599),Assessors Block 8732/Lot001,8732001,8732,1,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Sa/Sa/Sa/Sa/Sa:12AM-1AM;Mo/Mo/Mo/Mo/Mo:6AM-7AM/8AM-9AM;Su/Su/Su/Su/Su:9AM-10AM;Mo/Mo/Mo/Mo/Mo:9AM-1,,04/12/2013 02:43:48 PM,2013-04-12,1,2014-03-15,"37.7707029898873, -122.390790355557"
437226,Natan's Catering,Truck,185205,,1650 03RD ST,8711007,8711,7,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Mo-Fr:9AM-11AM,,04/12/2013 02:43:48 PM,2013-04-12,1,2014-03-15,"37.7691244259594, -122.391474911236"
453012,Tacos Santana,Truck,3742000,CARROLL AVE: QUINT ST to BAY SHORE BLVD \ THORNTON AVE (2100 - 2199),2101 CARROLL AVE,5436012,5436,12,13MFF-0112,REQUESTED,Tacos: Burritos : Tortas: Quesadillas & Beverages,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0112&ExportPDF=1&Filename=13MFF-0112_schedule.pdf,Mo-Su:10AM-9PM,07/25/2013 12:00:00 AM,,2013-06-05,1,2014-03-15,"37.7302216951339, -122.402978526676"
453013,Tacos Santana,Truck,7498000,JERROLD AVE: PHELPS ST to QUINT ST (1700 - 1799),1700 JERROLD AVE,5262009,5262,9,13MFF-0112,REQUESTED,Tacos: Burritos : Tortas: Quesadillas & Beverages,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0112&ExportPDF=1&Filename=13MFF-0112_schedule.pdf,Mo-Su:11AM-5PM,07/25/2013 12:00:00 AM,,2013-06-05,1,2014-03-15,"37.7424952097399, -122.391617595088"
453014,Tacos Santana,Truck,7501000,JERROLD AVE: TOLAND ST to UPTON ST (2100 - 2230),2142 JERROLD AVE,5230011,5230,11,13MFF-0112,REQUESTED,Tacos: Burritos : Tortas: Quesadillas & Beverages,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0112&ExportPDF=1&Filename=13MFF-0112_schedule.pdf,Mo-Su:5PM-10PM,07/25/2013 12:00:00 AM,,2013-06-05,1,2014-03-15,"37.74451859648, -122.398940846618"
462341,Tacos Santana,Truck,5688000,FOLSOM ST: 14TH ST to 15TH ST (1800 - 1899),1800 FOLSOM ST,3549083,3549,83,13MFF-0112,REQUESTED,Tacos: Burritos : Tortas: Quesadillas & Beverages,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0112&ExportPDF=1&Filename=13MFF-0112_schedule.pdf,,07/25/2013 12:00:00 AM,,2013-06-05,1,2014-03-15,"37.7678524565106, -122.416104892522"
484711,Benny's,Truck,5629000,FLORIDA ST: 24TH ST to 25TH ST (1200 - 1299),1217 FLORIDA ST,4268035,4268,35,13MFF-0118,REQUESTED,Hot/cold sandwiches: anticuchos pervanos: natural juices: sodas: coffee: pastry:,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0118&ExportPDF=1&Filename=13MFF-0118_schedule.pdf,,,,2013-10-04,0,,"37.7525274916837, -122.409872355387"
487710,Teresa Hotdogs,Truck,8767101,MARKET ST: 16TH ST \ NOE ST to 17TH ST \ CASTRO ST (2301 - 2399) -- SOUTH --,2367 MARKET ST,3563036,3563,36,13MFF-0124,REQUESTED,Hot dogs & various beverages,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0124&ExportPDF=1&Filename=13MFF-0124_schedule.pdf,Su/Fr/Sa:12AM-3AM;Th/Fr/Sa:10PM-12AM,,,2013-10-21,0,,"37.7628387208928, -122.434351868921"
487711,Teresa Hotdogs,Truck,892000,18TH ST: CASTRO ST to COLLINGWOOD ST (4100 - 4199),4111 18TH ST,2695001,2695,1,13MFF-0125,REQUESTED,Hot dogs & various beverages,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0125&ExportPDF=1&Filename=13MFF-0125_schedule.pdf,,,,2013-10-21,0,,"37.7606817825516, -122.435257895798"
487714,Teresa Hotdogs,Truck,3790000,CASTRO ST: 17TH ST \ MARKET ST to 18TH ST (400 - 499),444 CASTRO ST,2647006,2647,6,13MFF-0125,REQUESTED,Hot dogs & various beverages,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0125&ExportPDF=1&Filename=13MFF-0125_schedule.pdf,,,,2013-10-21,0,,"37.7617489518055, -122.435401104393"
487908,"Mr. Nice, LLC",Truck,635000,15TH ST: RHODE ISLAND ST to HENRY ADAMS ST \ KANSAS ST (200 - 299),235 15TH ST,3936001,3936,1,13MFF-0123,REQUESTED,100% Grass fed beef hot dogs: wellshire bacon wrapped hot dogs: beef & heirloom pork spicy link: smoked pork bratwurst: organic chicken apple sausage: Irish breakfast rolls: sandwiches: various sides (fries: potato salad: coleslaw: salad) & ice cream.,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0123&ExportPDF=1&Filename=13MFF-0123_schedule.pdf,Mo-Fr:7AM-4PM,,,2013-10-18,0,,"37.7669767702637, -122.403123093919"
494439,Sinthya's Hot Dogs,Truck,335000,06TH ST: FOLSOM ST to SHIPLEY ST (300 - 330),301 06TH ST,3753122,3753,122,13MFF-0127,REQUESTED,Hot dogs: chips: soda: corn on the cob: french fries,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0127&ExportPDF=1&Filename=13MFF-0127_schedule.pdf,Th/Fr/Sa:10PM-3AM,,,2013-11-04,0,,"37.7784419129936, -122.405086420942"
494583,Sinthya's Hot Dogs,Truck,9124000,MISSION ST: 22ND ST to 23RD ST (2600 - 2699),2664 MISSION ST,3636009,3636,9,13MFF-0128,REQUESTED,Hot dogs: chips: soda: corn on the cob: french fries,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0128&ExportPDF=1&Filename=13MFF-0128_schedule.pdf,Su/We/Th/Fr/Sa:5PM-9PM,,,2013-11-04,0,,"37.7543023996632, -122.419000119479"
494584,Sinthya's Hot Dogs,Truck,5676000,FOLSOM ST: RAUSCH ST to RODGERS ST (1148 - 1175),1155 FOLSOM ST,3755077,3755,77,13MFF-0128,REQUESTED,Hot dogs: chips: soda: corn on the cob: french fries,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0128&ExportPDF=1&Filename=13MFF-0128_schedule.pdf,Th/Fr/Sa:10PM-3AM,,,2013-11-04,0,,"37.7756306445442, -122.408828372359"
498118,Mario's Colombian and Mexican Food,Truck,12033000,SOUTH VAN NESS AVE: 26TH ST to CESAR CHAVEZ ST (1500 - 1599),1575 SOUTH VAN NESS AVE,6571027,6571,27,13MFF-0130,REQUESTED,Mexican: Tacos: quesadillas: burritos: tortas. Colombian: Chorizo con arepa: potatoes & sausage: empanadas: arepa rellana: potatoes & guacamole.,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0130&ExportPDF=1&Filename=13MFF-0130_schedule.pdf,Mo-We:10AM-8PM,,,2013-11-20,0,,"37.7484893987889, -122.415562670844"
498134,"The Sandwich Stand, LLC.",Truck,8627000,MAIN ST: MARKET ST to MISSION ST (1 - 99),50 MAIN ST,3711019,3711,19,13MFF-0132,REQUESTED,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0132&ExportPDF=1&Filename=13MFF-0132_schedule.pdf,,,,2013-11-20,0,,"37.7923635281798, -122.396434007966"
502312,Yummy Hot Dogs,Push Cart,8749201,MARKET ST: MASON ST \ TURK ST to 06TH ST \ GOLDEN GATE AVE \ TAYLOR ST (950 - 998) -- NORTH --,954 MARKET ST,342001,342,1,13MFF-0115,APPROVED,Hot dogs: pretzels: chips: juices and cold drinks,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0115&ExportPDF=1&Filename=13MFF-0115_schedule.pdf,Tu/Th/Sa:10AM-7PM,,03/26/2015 11:29:21 AM,2013-07-25,0,2016-03-15,"37.7831754345113, -122.409568315537"
502315,Yummy Hot Dogs,Push Cart,8749101,MARKET ST: MASON ST \ TURK ST to 06TH ST \ GOLDEN GATE AVE \ TAYLOR ST (943 - 999) -- SOUTH --,945 MARKET ST,3704240,3704,240,13MFF-0115,APPROVED,Hot dogs: pretzels: chips: juices and cold drinks,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0115&ExportPDF=1&Filename=13MFF-0115_schedule.pdf,Mo/We/Fr:10AM-7PM,,03/26/2015 11:29:21 AM,2013-07-25,0,2016-03-15,"37.7828341774764, -122.408837940436"
509478,Sun Rise Catering,Truck,11186000,RUSS ST: HOWARD ST to FOLSOM ST (100 - 199),150 RUSS ST,3731082,3731,82,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo-Fr:9AM-10AM,,09/10/2014 03:57:43 PM,2014-01-08,1,2015-03-15,"37.7780755485344, -122.407711134257"
509479,Sun Rise Catering,Truck,446000,09TH ST: LARKIN ST \ MARKET ST to JESSIE ST (1 - 55),55 09TH ST,3701066,3701,66,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo-Fr:9AM-11AM,,09/10/2014 03:57:43 PM,2014-01-08,1,2015-03-15,"37.7770972846803, -122.415102651351"
509480,Sun Rise Catering,Truck,12477000,TEHAMA ST: 08TH ST to 09TH ST (700 - 799),716 TEHAMA ST,3729102,3729,102,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo-Fr:10AM-11AM,,09/10/2014 03:57:43 PM,2014-01-08,1,2015-03-15,"37.7756237849093, -122.411781357735"
509481,Sun Rise Catering,Truck,5659000,FOLSOM ST: ESSEX ST to 02ND ST (529 - 599),532 FOLSOM ST,3736 156,3736,156,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:10AM-12PM;Mo-Fr:12PM-2PM,,09/10/2014 03:57:43 PM,2014-01-08,1,2015-03-15,"37.7868183168104, -122.395660566056"
509482,Sun Rise Catering,Truck,9298000,MONTGOMERY ST: SUTTER ST to BUSH ST (100 - 199),180 MONTGOMERY ST,289009,289,9,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo-Fr:1PM-2PM,,09/10/2014 03:57:43 PM,2014-01-08,1,2015-03-15,"37.7907358243064, -122.40196900167"
509483,Sun Rise Catering,Truck,9546000,NEW MONTGOMERY ST: NATOMA ST to HOWARD ST (158 - 199),180 NEW MONTGOMERY ST,3722022,3722,22,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo-Fr:1PM-2PM,,09/10/2014 03:57:43 PM,2014-01-08,1,2015-03-15,"37.7862510212184, -122.399520766934"
509484,Sun Rise Catering,Truck,5862000,FREMONT ST: NATOMA ST to HOWARD ST (170 - 199),199 FREMONT ST,3719008,3719,8,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:6AM-7AM,,09/10/2014 03:57:43 PM,2014-01-08,1,2015-03-15,
509485,Sun Rise Catering,Truck,11542000,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 SANSOME ST,289003,289,3,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:7AM-9AM,,09/10/2014 03:57:43 PM,2014-01-08,1,2015-03-15,"37.7904851598986, -122.40094044068"
509486,Sun Rise Catering,Truck,7052000,HOWARD ST: 09TH ST to WASHBURN ST (1300 - 1317),1300 HOWARD ST,3509008A,3509,008A,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo-Fr:8AM-9AM,,09/10/2014 03:57:43 PM,2014-01-08,1,2015-03-15,"37.7750297766657, -122.413686791238"
509487,Sun Rise Catering,Truck,417000,08TH ST: BRANNAN ST to TOWNSEND ST (600 - 699),699 08TH ST,3783009,3783,9,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:8AM-9AM,,09/10/2014 03:57:43 PM,2014-01-08,1,2015-03-15,"37.7710220130332, -122.403546254174"
509488,Sun Rise Catering,Truck,10664201,POTRERO AVE: 18TH ST to 19TH ST (600 - 698) -- WEST --,690 POTRERO AVE,4025003B,4025,003B,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:9AM-10AM,,09/10/2014 03:57:43 PM,2014-01-08,1,2015-03-15,"37.7608669651463, -122.407429830881"
509489,Sun Rise Catering,Truck,12682000,TREAT AVE: 16TH ST \ HARRISON ST to 17TH ST (300 - 399),350 TREAT AVE,3572002,3572,2,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:9AM-10AM,,09/10/2014 03:57:43 PM,2014-01-08,1,2015-03-15,"37.7645273196895, -122.413628336653"
509490,Sun Rise Catering,Truck,7057000,HOWARD ST: 11TH ST to LAFAYETTE ST (1500 - 1549),1523 HOWARD ST,3516065,3516,65,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:9AM-10AM,,09/10/2014 03:57:43 PM,2014-01-08,1,2015-03-15,"37.7726358317934, -122.415726650725"
509491,Sun Rise Catering,Truck,8100000,LANGTON ST: DECKER ALY to HARRISON ST (108 - 183),175 LANGTON ST,3755200,3755,200,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:9AM-10AM,,09/10/2014 03:57:43 PM,2014-01-08,1,2015-03-15,"37.7755336552287, -122.407115289192"
509492,Sun Rise Catering,Truck,5676000,FOLSOM ST: RAUSCH ST to RODGERS ST (1148 - 1175),1150 FOLSOM ST,3730178,3730,178,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:9AM-10AM,,09/10/2014 03:57:43 PM,2014-01-08,1,2015-03-15,"37.7759504250457, -122.409294222059"
509493,Sun Rise Catering,Truck,9514000,NATOMA ST: 07TH ST to 08TH ST (600 - 699),640 NATOMA ST,3727052,3727,52,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:9AM-10AM,,09/10/2014 03:57:43 PM,2014-01-08,1,2015-03-15,"37.7777909429263, -122.411000005333"
509494,Sun Rise Catering,Truck,8100000,LANGTON ST: DECKER ALY to HARRISON ST (108 - 183),171 LANGTON ST,3755117,3755,117,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:9AM-10AM,,09/10/2014 03:57:43 PM,2014-01-08,1,2015-03-15,"37.7756064467403, -122.40720707414"
509495,Sun Rise Catering,Truck,7048000,HOWARD ST: LANGTON ST to RAUSCH ST (1122 - 1151),1130 HOWARD ST,3727014,3727,14,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:9AM-10AM,,09/10/2014 03:57:43 PM,2014-01-08,1,2015-03-15,"37.7776555561786, -122.410401545168"
509496,Sun Rise Catering,Truck,9513000,NATOMA ST: RUSS ST to 07TH ST (547 - 599),560 NATOMA ST,3726071,3726,71,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:10AM-11AM,,09/10/2014 03:57:43 PM,2014-01-08,1,2015-03-15,"37.7792068018372, -122.409199456413"
519938,Bob Johnson,Truck,0,,Assessors Block 0733/Lot010,733010,733,10,14MFF-0009,EXPIRED,Watermelon,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0009&ExportPDF=1&Filename=14MFF-0009_schedule.pdf,Mo-Su:10AM-7PM,,02/25/2014 03:13:37 PM,2014-02-25,1,2015-03-15,"37.7821435467078, -122.430449785939"
519939,Bob Johnson,Truck,10979000,REVERE AVE: 03RD ST \ BAY VIEW ST to BRIDGEVIEW DR \ NEWHALL ST (1700 - 1799),1709 REVERE AVE,5343033,5343,33,14MFF-0009,EXPIRED,Watermelon,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0009&ExportPDF=1&Filename=14MFF-0009_schedule.pdf,Mo-Su:10AM-7PM,,02/25/2014 03:13:37 PM,2014-02-25,1,2015-03-15,"37.7325595927586, -122.392063194959"
526090,"Del Popolo, LLC.",Truck,8733000,MARIPOSA ST: BRYANT ST to FLORIDA ST (2700 - 2799),2772 MARIPOSA ST,3970004,3970,4,14MFF-0030,EXPIRED,Wood Fired Pizzas,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0030&ExportPDF=1&Filename=14MFF-0030_schedule.pdf,Sa-Su:8AM-11PM;Mo-Fr:5PM-11PM,,03/13/2014 11:16:32 AM,2014-03-13,0,2015-03-15,"37.7632929325259, -122.41074477292"
526091,"Del Popolo, LLC.",Truck,5872000,FRONT ST: JACKSON ST to PACIFIC AVE (600 - 699),600 FRONT ST,172010,172,10,14MFF-0030,EXPIRED,Wood Fired Pizzas,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0030&ExportPDF=1&Filename=14MFF-0030_schedule.pdf,Mo-Fr:8AM-4PM,,03/13/2014 11:16:32 AM,2014-03-13,0,2015-03-15,"37.7974551705463, -122.399011222811"
526123,Bach Catering,Truck,11372000,SAN BRUNO AVE: HALE ST to SILVER AVE (2362 - 2399),2380 SAN BRUNO AVE,5881002,5881,2,14MFF-0034,EXPIRED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0034&ExportPDF=1&Filename=14MFF-0034_schedule.pdf,Mo-Fr:9AM-10AM,,03/13/2014 12:03:36 PM,2014-03-13,1,2015-03-15,"37.7325564882465, -122.405854656101"
526124,Bach Catering,Truck,7205101,INDUSTRIAL ST: PALOU AVE to QUESADA AVE (51 - 99) -- SOUTH --,75 INDUSTRIAL ST,5332023,5332,23,14MFF-0034,EXPIRED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0034&ExportPDF=1&Filename=14MFF-0034_schedule.pdf,Mo-Fr:9AM-10AM,,03/13/2014 12:03:36 PM,2014-03-13,1,2015-03-15,"37.7392166000826, -122.400864373295"
526125,Bach Catering,Truck,223201,03RD ST: ARMSTRONG AVE to BANCROFT AVE (5600 - 5698) -- WEST --,5600 03RD ST,5421003,5421,3,14MFF-0034,EXPIRED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0034&ExportPDF=1&Filename=14MFF-0034_schedule.pdf,Mo-Fr:9AM-10AM,,03/13/2014 12:03:36 PM,2014-03-13,1,2015-03-15,
